iter	Passed	Remaining
3271	5763	11851
3272	5765	11849
3273	5766	11847
3274	5768	11844
3275	5769	11842
3276	5771	11840
3277	5773	11838
3278	5775	11837
3279	5776	11835
3280	5778	11833
3281	5779	11831
3282	5781	11828
3283	5783	11828
3284	5785	11826
3285	5786	11824
3286	5788	11821
3287	5790	11819
3288	5791	11818
3289	5793	11816
3290	5795	11814
3291	5796	11812
3292	5798	11810
3293	5800	11808
3294	5802	11806
3295	5803	11804
3296	5805	11802
3297	5807	11800
3298	5809	11799
3299	5810	11797
3300	5812	11795
3301	5814	11793
3302	5815	11791
3303	5817	11789
3304	5819	11788
3305	5820	11786
3306	5822	11785
3307	5824	11782
3308	5825	11780
3309	5827	11778
3310	5829	11776
3311	5831	11774
3312	5832	11772
3313	5834	11771
3314	5836	11769
3315	5838	11768
3316	5840	11766
3317	5841	11764
3318	5843	11762
3319	5844	11760
3320	5846	11758
3321	5848	11756
3322	5850	11754
3323	5851	11753
3324	5854	11752
3325	5855	11750
3326	5857	11748
3327	5859	11746
3328	5861	11745
3329	5863	11744
3330	5865	11742
3331	5867	11741
3332	5868	11739
3333	5870	11736
3334	5871	11735
3335	5873	11732
3336	5875	11730
3337	5877	11729
3338	5878	11727
3339	5880	11725
3340	5881	11723
3341	5883	11720
3342	5884	11718
3343	5886	11716
3344	5887	11714
3345	5889	11712
3346	5891	11710
3347	5892	11708
3348	5894	11706
3349	5896	11704
3350	5898	11703
3351	5899	11701
3352	5901	11699
3353	5903	11697
3354	5905	11695
3355	5906	11693
3356	5908	11691
3357	5909	11689
3358	5911	11687
3359	5912	11685
3360	5914	11683
3361	5916	11681
3362	5917	11679
3363	5919	11676
3364	5922	11677
3365	5923	11675
3366	5926	11675
3367	5928	11673
3368	5930	11671
3369	5931	11669
3370	5933	11667
3371	5935	11666
3372	5937	11664
3373	5938	11662
3374	5940	11660
3375	5941	11658
3376	5943	11655
3377	5944	11654
3378	5946	11652
3379	5948	11650
3380	5949	11648
3381	5951	11646
3382	5953	11644
3383	5955	11642
3384	5956	11640
3385	5958	11638
3386	5959	11636
3387	5961	11634
3388	5963	11632
3389	5964	11630
3390	5966	11628
3391	5968	11626
3392	5970	11625
3393	5971	11623
3394	5973	11621
3395	5975	11619
3396	5976	11617
3397	5978	11615
3398	5980	11614
3399	5982	11612
3400	5983	11610
3401	5985	11608
3402	5987	11606
3403	5989	11605
3404	5990	11603
3405	5992	11601
3406	5993	11599
3407	5995	11597
3408	5997	11595
3409	5999	11594
3410	6001	11592
3411	6003	11591
3412	6004	11589
3413	6006	11588
3414	6008	11586
3415	6010	11584
3416	6012	11583
3417	6014	11581
3418	6016	11579
3419	6017	11577
3420	6019	11577
3421	6021	11574
3422	6023	11572
3423	6024	11571
3424	6026	11569
3425	6028	11566
3426	6029	11564
3427	6031	11562
3428	6032	11560
3429	6034	11558
3430	6035	11556
3431	6037	11554
3432	6039	11552
3433	6040	11550
3434	6042	11548
3435	6043	11546
3436	6045	11544
3437	6047	11542
3438	6048	11539
3439	6050	11537
3440	6051	11535
3441	6053	11534
3442	6055	11532
3443	6057	11530
3444	6059	11529
3445	6060	11527
3446	6062	11524
3447	6063	11522
3448	6065	11520
3449	6066	11518
3450	6069	11518
3451	6071	11516
3452	6072	11514
3453	6074	11512
3454	6076	11511
3455	6078	11508
3456	6079	11507
3457	6081	11505
3458	6082	11502
3459	6084	11500
3460	6086	11498
3461	6087	11497
3462	6089	11495
3463	6091	11493
3464	6093	11492
3465	6095	11491
3466	6097	11489
3467	6099	11487
3468	6100	11485
3469	6102	11483
3470	6103	11481
3471	6105	11479
3472	6107	11477
3473	6108	11475
3474	6110	11473
3475	6112	11472
3476	6114	11470
3477	6116	11469
3478	6117	11467
3479	6119	11465
3480	6122	11465
3481	6124	11463
3482	6125	11461
3483	6127	11460
3484	6129	11458
3485	6130	11456
3486	6132	11454
3487	6134	11452
3488	6135	11450
3489	6137	11448
3490	6139	11446
3491	6141	11445
3492	6142	11443
3493	6144	11441
3494	6146	11439
3495	6147	11437
3496	6149	11434
3497	6150	11432
3498	6152	11430
3499	6153	11428
3500	6155	11426
3501	6157	11424
3502	6159	11423
3503	6161	11422
3504	6162	11420
3505	6164	11418
3506	6166	11416
3507	6167	11414
3508	6169	11412
3509	6171	11411
3510	6172	11408
3511	6174	11406
3512	6176	11404
3513	6177	11402
3514	6179	11400
3515	6181	11398
3516	6182	11397
3517	6185	11396
3518	6186	11394
3519	6188	11392
3520	6190	11392
3521	6192	11390
3522	6194	11388
3523	6196	11386
3524	6198	11385
3525	6199	11383
3526	6201	11381
3527	6203	11379
3528	6205	11378
3529	6207	11376
3530	6208	11375
3531	6210	11372
3532	6212	11371
3533	6214	11369
3534	6216	11368
3535	6217	11365
3536	6219	11364
3537	6220	11361
3538	6222	11360
3539	6224	11358
3540	6226	11356
3541	6228	11355
3542	6230	11354
3543	6231	11352
3544	6233	11351
3545	6235	11348
3546	6237	11347
3547	6238	11345
3548	6240	11343
3549	6242	11341
3550	6243	11339
3551	6245	11337
3552	6247	11336
3553	6249	11334
3554	6250	11332
3555	6252	11330
3556	6254	11329
3557	6256	11327
3558	6257	11325
3559	6259	11323
3560	6261	11321
3561	6262	11319
3562	6264	11317
3563	6265	11315
3564	6267	11313
3565	6269	11311
3566	6271	11309
3567	6272	11307
3568	6274	11305
3569	6276	11304
3570	6277	11302
3571	6279	11300
3572	6281	11298
3573	6283	11296
3574	6284	11294
3575	6286	11292
3576	6287	11290
3577	6289	11288
3578	6292	11288
3579	6294	11288
3580	6296	11286
3581	6298	11285
3582	6300	11283
3583	6302	11282
3584	6303	11280
3585	6305	11278
3586	6306	11275
3587	6308	11273
3588	6309	11271
3589	6311	11269
3590	6313	11267
3591	6314	11265
3592	6316	11263
3593	6318	11261
3594	6320	11260
3595	6325	11265
3596	6328	11264
3597	6330	11263
3598	6331	11261
3599	6333	11259
3600	6335	11258
3601	6337	11256
3602	6339	11254
3603	6340	11252
3604	6342	11251
3605	6344	11249
3606	6346	11248
3607	6348	11246
3608	6350	11245
3609	6351	11243
3610	6353	11241
3611	6355	11239
3612	6356	11237
3613	6358	11235
3614	6360	11233
3615	6361	11231
3616	6363	11229
3617	6365	11227
3618	6367	11226
3619	6368	11224
3620	6370	11222
3621	6372	11220
3622	6374	11219
3623	6375	11217
3624	6377	11215
3625	6378	11213
3626	6380	11211
3627	6382	11209
3628	6384	11207
3629	6385	11206
3630	6387	11203
3631	6389	11201
3632	6390	11200
3633	6392	11197
3634	6393	11195
3635	6395	11194
3636	6397	11192
3637	6398	11190
3638	6400	11188
3639	6402	11186
3640	6404	11184
3641	6405	11183
3642	6407	11180
3643	6408	11178
3644	6410	11176
3645	6412	11175
3646	6414	11173
3647	6415	11171
3648	6417	11169
3649	6419	11168
3650	6421	11166
3651	6423	11165
3652	6424	11162
3653	6426	11160
3654	6427	11158
3655	6429	11157
3656	6431	11154
3657	6432	11152
3658	6434	11150
3659	6435	11148
3660	6437	11146
3661	6439	11144
3662	6440	11142
3663	6442	11140
3664	6443	11138
3665	6445	11136
3666	6447	11134
3667	6448	11132
3668	6450	11130
3669	6452	11128
3670	6453	11126
3671	6455	11124
3672	6457	11122
3673	6458	11120
3674	6460	11119
3675	6462	11117
3676	6463	11115
3677	6465	11113
3678	6466	11111
3679	6468	11108
3680	6470	11106
3681	6471	11104
3682	6473	11102
3683	6474	11100
3684	6476	11099
3685	6478	11097
3686	6480	11095
3687	6481	11093
3688	6483	11091
3689	6484	11089
3690	6486	11087
3691	6488	11085
3692	6490	11083
3693	6491	11081
3694	6493	11079
3695	6495	11078
3696	6496	11076
3697	6498	11074
3698	6500	11072
3699	6501	11070
3700	6503	11068
3701	6505	11066
3702	6507	11065
3703	6508	11063
3704	6510	11061
3705	6512	11059
3706	6513	11057
3707	6515	11055
3708	6517	11053
3709	6518	11051
3710	6520	11049
3711	6521	11047
3712	6523	11045
3713	6524	11043
3714	6526	11041
3715	6528	11040
3716	6530	11038
3717	6531	11036
3718	6533	11034
3719	6535	11032
3720	6537	11031
3721	6538	11029
3722	6541	11028
3723	6542	11026
3724	6544	11025
3725	6546	11023
3726	6548	11022
3727	6550	11020
3728	6552	11019
3729	6554	11017
3730	6555	11015
3731	6557	11013
3732	6560	11013
3733	6562	11012
3734	6564	11010
3735	6565	11007
3736	6567	11006
3737	6569	11004
3738	6570	11002
3739	6571	11000
3740	6573	10997
3741	6575	10995
3742	6576	10994
3743	6578	10991
3744	6579	10989
3745	6581	10988
3746	6583	10985
3747	6584	10983
3748	6586	10982
3749	6588	10980
3750	6589	10978
3751	6591	10976
3752	6592	10974
3753	6594	10972
3754	6596	10970
3755	6598	10969
3756	6600	10967
3757	6601	10965
3758	6603	10963
3759	6605	10961
3760	6606	10959
3761	6608	10957
3762	6610	10956
3763	6611	10953
3764	6613	10951
3765	6615	10950
3766	6617	10948
3767	6619	10947
3768	6620	10945
3769	6622	10943
3770	6624	10942
3771	6626	10940
3772	6627	10938
3773	6629	10937
3774	6631	10935
3775	6633	10933
3776	6634	10931
3777	6636	10929
3778	6637	10927
3779	6639	10925
3780	6641	10923
3781	6642	10921
3782	6644	10919
3783	6646	10917
3784	6648	10916
3785	6656	10924
3786	6657	10923
3787	6659	10921
3788	6661	10919
3789	6662	10917
3790	6664	10915
3791	6666	10913
3792	6668	10912
3793	6669	10909
3794	6671	10908
3795	6673	10906
3796	6674	10904
3797	6676	10902
3798	6677	10900
3799	6679	10898
3800	6681	10896
3801	6682	10894
3802	6684	10892
3803	6686	10890
3804	6688	10889
3805	6689	10887
3806	6691	10885
3807	6693	10883
3808	6695	10882
3809	6697	10880
3810	6698	10878
3811	6700	10876
3812	6702	10875
3813	6704	10873
3814	6705	10871
3815	6707	10869
3816	6709	10867
3817	6710	10865
3818	6712	10863
3819	6713	10861
3820	6715	10859
3821	6717	10857
3822	6718	10856
3823	6720	10854
3824	6722	10851
3825	6723	10849
3826	6725	10847
3827	6727	10846
3828	6728	10844
3829	6730	10842
3830	6731	10840
3831	6733	10838
3832	6735	10836
3833	6737	10834
3834	6738	10832
3835	6740	10830
3836	6741	10828
3837	6743	10827
3838	6745	10824
3839	6746	10823
3840	6748	10821
3841	6750	10819
3842	6752	10817
3843	6754	10816
3844	6756	10815
3845	6757	10813
3846	6759	10811
3847	6761	10809
3848	6762	10807
3849	6764	10805
3850	6765	10803
3851	6767	10801
3852	6769	10799
3853	6770	10797
3854	6772	10795
3855	6773	10793
3856	6775	10791
3857	6777	10789
3858	6779	10787
3859	6780	10786
3860	6782	10784
3861	6784	10783
3862	6786	10781
3863	6788	10779
3864	6789	10777
3865	6791	10775
3866	6793	10773
3867	6794	10772
3868	6796	10770
3869	6798	10768
3870	6800	10766
3871	6801	10764
3872	6803	10763
3873	6805	10761
3874	6808	10762
3875	6810	10761
3876	6812	10758
3877	6814	10757
3878	6815	10755
3879	6817	10752
3880	6819	10751
3881	6820	10749
3882	6822	10747
3883	6824	10745
3884	6825	10743
3885	6827	10741
3886	6829	10739
3887	6830	10738
3888	6832	10736
3889	6834	10734
3890	6835	10732
3891	6837	10731
3892	6839	10729
3893	6841	10727
3894	6843	10725
3895	6844	10723
3896	6846	10722
3897	6848	10720
3898	6849	10718
3899	6851	10716
3900	6853	10714
3901	6855	10713
3902	6856	10711
3903	6858	10709
3904	6860	10707
3905	6862	10705
3906	6863	10703
3907	6865	10701
3908	6866	10699
3909	6868	10698
3910	6870	10696
3911	6871	10694
3912	6873	10692
3913	6874	10690
3914	6876	10687
3915	6878	10685
3916	6880	10684
3917	6882	10683
3918	6884	10682
3919	6886	10680
3920	6888	10679
3921	6889	10677
3922	6892	10677
3923	6894	10675
3924	6896	10674
3925	6898	10672
3926	6899	10670
3927	6901	10668
3928	6903	10666
3929	6905	10666
3930	6907	10664
3931	6909	10662
3932	6912	10662
3933	6913	10660
3934	6915	10658
3935	6917	10657
3936	6918	10655
3937	6921	10654
3938	6922	10652
3939	6924	10650
3940	6925	10648
3941	6927	10645
3942	6929	10643
3943	6930	10642
3944	6932	10640
3945	6934	10638
3946	6936	10636
3947	6937	10635
3948	6939	10632
3949	6940	10630
3950	6942	10628
3951	6944	10627
3952	6945	10625
3953	6947	10623
3954	6949	10621
3955	6951	10619
3956	6952	10618
3957	6954	10616
3958	6955	10614
3959	6957	10612
3960	6959	10610
3961	6961	10608
3962	6962	10606
3963	6964	10604
3964	6965	10602
3965	6967	10600
3966	6969	10598
3967	6970	10596
3968	6972	10594
3969	6974	10592
3970	6975	10591
3971	6977	10588
3972	6978	10586
3973	6980	10585
3974	6982	10584
3975	6985	10583
3976	6986	10581
3977	6988	10578
3978	6989	10577
3979	6991	10574
3980	6993	10572
3981	6994	10571
3982	6996	10569
3983	6998	10567
3984	6999	10565
3985	7002	10565
3986	7004	10563
3987	7005	10561
3988	7007	10559
3989	7009	10558
3990	7011	10556
3991	7012	10554
3992	7014	10552
3993	7016	10550
3994	7017	10548
3995	7019	10546
3996	7021	10545
3997	7023	10543
3998	7024	10541
3999	7026	10539
4000	7028	10537
4001	7029	10535
4002	7031	10533
4003	7033	10532
4004	7034	10530
4005	7036	10528
4006	7038	10526
4007	7039	10524
4008	7041	10522
4009	7043	10521
4010	7045	10519
4011	7046	10517
4012	7048	10515
4013	7050	10513
4014	7051	10511
4015	7053	10509
4016	7054	10507
4017	7056	10505
4018	7058	10503
4019	7059	10501
4020	7061	10499
4021	7063	10497
4022	7064	10496
4023	7066	10494
4024	7068	10492
4025	7069	10490
4026	7071	10488
4027	7073	10486
4028	7074	10484
4029	7077	10483
4030	7078	10482
4031	7080	10480
4032	7082	10478
4033	7084	10476
4034	7085	10475
4035	7087	10472
4036	7088	10470
4037	7091	10469
4038	7092	10467
4039	7093	10465
4040	7095	10463
4041	7097	10461
4042	7099	10460
4043	7100	10458
4044	7102	10456
4045	7104	10454
4046	7105	10452
4047	7107	10450
4048	7108	10448
4049	7110	10445
4050	7111	10443
4051	7113	10441
4052	7114	10439
4053	7116	10437
4054	7118	10436
4055	7120	10434
4056	7121	10432
4057	7123	10430
4058	7125	10428
4059	7126	10426
4060	7128	10424
4061	7129	10422
4062	7131	10420
4063	7133	10418
4064	7134	10417
4065	7136	10415
4066	7138	10413
4067	7140	10412
4068	7141	10409
4069	7143	10408
4070	7145	10407
4071	7147	10405
4072	7149	10403
4073	7151	10401
4074	7152	10399
4075	7154	10398
4076	7155	10395
4077	7157	10393
4078	7159	10392
4079	7161	10390
4080	7162	10388
4081	7164	10386
4082	7166	10384
4083	7167	10383
4084	7169	10381
4085	7171	10379
4086	7173	10378
4087	7174	10376
4088	7176	10374
4089	7178	10372
4090	7180	10370
4091	7181	10368
4092	7183	10366
4093	7184	10364
4094	7186	10362
4095	7187	10360
4096	7189	10358
4097	7191	10356
4098	7192	10354
4099	7193	10352
4100	7195	10350
4101	7197	10348
4102	7199	10346
4103	7200	10344
4104	7202	10342
4105	7204	10341
4106	7205	10339
4107	7207	10337
4108	7209	10335
4109	7211	10334
4110	7213	10332
4111	7214	10331
4112	7216	10329
4113	7218	10327
4114	7220	10326
4115	7222	10324
4116	7224	10322
4117	7225	10321
4118	7227	10319
4119	7229	10318
4120	7231	10316
4121	7233	10315
4122	7236	10314
4123	7238	10313
4124	7240	10311
4125	7242	10310
4126	7244	10309
4127	7246	10307
4128	7247	10305
4129	7249	10303
4130	7251	10302
4131	7253	10300
4132	7254	10298
4133	7256	10296
4134	7258	10295
4135	7260	10293
4136	7262	10292
4137	7263	10290
4138	7266	10289
4139	7267	10287
4140	7269	10285
4141	7271	10283
4142	7273	10282
4143	7274	10280
4144	7276	10278
4145	7278	10276
4146	7279	10274
4147	7281	10272
4148	7282	10270
4149	7284	10268
4150	7286	10266
4151	7287	10264
4152	7289	10262
4153	7291	10260
4154	7292	10258
4155	7294	10256
4156	7296	10255
4157	7297	10253
4158	7299	10251
4159	7301	10249
4160	7302	10247
4161	7304	10246
4162	7306	10244
4163	7307	10242
4164	7309	10240
4165	7310	10238
4166	7312	10236
4167	7314	10235
4168	7316	10233
4169	7318	10232
4170	7320	10230
4171	7322	10228
4172	7324	10227
4173	7326	10225
4174	7327	10223
4175	7329	10221
4176	7330	10219
4177	7332	10217
4178	7334	10216
4179	7336	10214
4180	7337	10212
4181	7339	10210
4182	7341	10208
4183	7342	10206
4184	7344	10205
4185	7346	10203
4186	7347	10201
4187	7349	10199
4188	7351	10197
4189	7352	10195
4190	7354	10194
4191	7356	10192
4192	7358	10190
4193	7359	10188
4194	7361	10186
4195	7362	10184
4196	7364	10182
4197	7365	10180
4198	7367	10178
4199	7369	10176
4200	7371	10174
4201	7373	10173
4202	7374	10171
4203	7376	10169
4204	7377	10167
4205	7379	10166
4206	7381	10164
4207	7383	10162
4208	7384	10160
4209	7386	10158
4210	7388	10157
4211	7390	10155
4212	7392	10154
4213	7394	10153
4214	7396	10151
4215	7398	10149
4216	7399	10147
4217	7401	10146
4218	7403	10143
4219	7404	10142
4220	7406	10140
4221	7408	10138
4222	7410	10136
4223	7411	10135
4224	7413	10133
4225	7414	10131
4226	7416	10129
4227	7418	10127
4228	7419	10125
4229	7421	10123
4230	7423	10121
4231	7424	10119
4232	7426	10118
4233	7428	10116
4234	7430	10114
4235	7432	10112
4236	7433	10110
4237	7435	10109
4238	7437	10107
4239	7438	10105
4240	7440	10103
4241	7442	10101
4242	7443	10099
4243	7445	10097
4244	7447	10096
4245	7448	10094
4246	7450	10092
4247	7452	10090
4248	7453	10088
4249	7455	10086
4250	7457	10084
4251	7458	10082
4252	7460	10080
4253	7462	10079
4254	7464	10077
4255	7465	10076
4256	7467	10074
4257	7468	10072
4258	7470	10070
4259	7472	10068
4260	7474	10066
4261	7476	10065
4262	7478	10063
4263	7479	10061
4264	7481	10060
4265	7483	10058
4266	7484	10056
4267	7486	10054
4268	7487	10052
4269	7489	10050
4270	7491	10048
4271	7493	10046
4272	7494	10044
4273	7496	10043
4274	7497	10041
4275	7499	10039
4276	7501	10037
4277	7502	10035
4278	7504	10033
4279	7506	10031
4280	7507	10029
4281	7509	10028
4282	7511	10026
4283	7513	10024
4284	7514	10022
4285	7516	10021
4286	7518	10019
4287	7520	10017
4288	7522	10016
4289	7523	10013
4290	7525	10011
4291	7526	10009
4292	7528	10008
4293	7530	10006
4294	7532	10004
4295	7533	10003
4296	7535	10001
4297	7536	9999
4298	7538	9997
4299	7540	9995
4300	7541	9993
4301	7543	9991
4302	7545	9989
4303	7546	9987
4304	7548	9985
4305	7549	9983
4306	7551	9981
4307	7552	9979
4308	7554	9977
4309	7556	9976
4310	7558	9974
4311	7560	9972
4312	7561	9970
4313	7563	9968
4314	7565	9966
4315	7566	9964
4316	7568	9962
4317	7570	9961
4318	7572	9959
4319	7573	9957
4320	7575	9955
4321	7576	9953
4322	7578	9952
4323	7579	9950
4324	7581	9948
4325	7583	9946
4326	7586	9945
4327	7587	9944
4328	7589	9942
4329	7591	9941
4330	7594	9940
4331	7596	9939
4332	7598	9937
4333	7600	9936
4334	7601	9934
4335	7603	9932
4336	7605	9930
4337	7606	9928
4338	7608	9926
4339	7610	9924
4340	7611	9922
4341	7613	9920
4342	7615	9919
4343	7620	9922
4344	7622	9920
4345	7624	9918
4346	7625	9917
4347	7627	9914
4348	7628	9912
4349	7630	9910
4350	7632	9909
4351	7634	9907
4352	7635	9905
4353	7637	9904
4354	7639	9902
4355	7641	9900
4356	7642	9898
4357	7644	9896
4358	7646	9895
4359	7648	9893
4360	7649	9891
4361	7651	9890
4362	7653	9888
4363	7656	9887
4364	7657	9885
4365	7659	9884
4366	7661	9882
4367	7663	9880
4368	7665	9879
4369	7666	9877
4370	7668	9875
4371	7672	9876
4372	7673	9874
4373	7675	9872
4374	7677	9870
4375	7678	9868
4376	7680	9866
4377	7682	9865
4378	7684	9864
4379	7686	9862
4380	7687	9860
4381	7689	9858
4382	7691	9856
4383	7693	9855
4384	7695	9853
4385	7696	9851
4386	7698	9850
4387	7700	9848
4388	7702	9846
4389	7704	9844
4390	7706	9844
4391	7708	9842
4392	7710	9840
4393	7712	9839
4394	7713	9837
4395	7715	9835
4396	7717	9834
4397	7719	9832
4398	7721	9831
4399	7723	9829
4400	7724	9827
4401	7726	9826
4402	7728	9824
4403	7731	9823
4404	7733	9822
4405	7735	9821
4406	7737	9819
4407	7738	9817
4408	7740	9816
4409	7742	9814
4410	7744	9812
4411	7747	9812
4412	7748	9810
4413	7750	9808
4414	7752	9806
4415	7754	9804
4416	7755	9803
4417	7757	9801
4418	7759	9799
4419	7760	9797
4420	7762	9795
4421	7764	9793
4422	7765	9791
4423	7767	9790
4424	7768	9788
4425	7770	9786
4426	7772	9784
4427	7774	9782
4428	7775	9780
4429	7777	9779
4430	7779	9777
4431	7781	9776
4432	7783	9774
4433	7785	9772
4434	7786	9770
4435	7788	9768
4436	7789	9766
4437	7791	9764
4438	7793	9762
4439	7794	9760
4440	7796	9758
4441	7797	9757
4442	7799	9755
4443	7801	9753
4444	7803	9751
4445	7805	9750
4446	7806	9748
4447	7808	9746
4448	7810	9744
4449	7811	9742
4450	7813	9740
4451	7815	9739
4452	7816	9737
4453	7818	9735
4454	7820	9733
4455	7821	9731
4456	7823	9730
4457	7825	9728
4458	7827	9726
4459	7828	9724
4460	7830	9722
4461	7832	9720
4462	7833	9718
4463	7835	9717
4464	7836	9715
4465	7838	9713
4466	7840	9711
4467	7842	9709
4468	7843	9707
4469	7845	9705
4470	7846	9703
4471	7848	9701
4472	7850	9700
4473	7852	9698
4474	7853	9696
4475	7855	9694
4476	7856	9692
4477	7858	9690
4478	7860	9688
4479	7861	9687
4480	7863	9684
4481	7865	9683
4482	7866	9681
4483	7868	9679
4484	7869	9677
4485	7871	9675
4486	7872	9673
4487	7874	9671
4488	7876	9669
4489	7877	9667
4490	7879	9665
4491	7880	9663
4492	7882	9661
4493	7884	9659
4494	7886	9658
4495	7887	9656
4496	7889	9654
4497	7890	9652
4498	7892	9650
4499	7894	9648
4500	7895	9646
4501	7897	9644
4502	7899	9642
4503	7900	9640
4504	7902	9639
4505	7905	9639
4506	7907	9637
4507	7909	9635
4508	7910	9633
4509	7912	9632
4510	7914	9630
4511	7916	9628
4512	7917	9626
4513	7919	9624
4514	7920	9622
4515	7922	9620
4516	7925	9619
4517	7926	9617
4518	7928	9616
4519	7929	9614
4520	7931	9612
4521	7933	9610
4522	7934	9608
4523	7936	9606
4524	7938	9605
4525	7941	9604
4526	7942	9602
4527	7944	9600
4528	7946	9598
4529	7947	9597
4530	7950	9596
4531	7952	9594
4532	7953	9592
4533	7955	9590
4534	7957	9589
4535	7958	9586
4536	7960	9585
4537	7962	9583
4538	7964	9582
4539	7966	9580
4540	7968	9578
4541	7970	9577
4542	7971	9575
4543	7973	9573
4544	7975	9571
4545	7976	9570
4546	7978	9568
4547	7980	9566
4548	7981	9564
4549	7983	9562
4550	7985	9561
4551	7987	9559
4552	7988	9557
4553	7990	9555
4554	7992	9554
4555	7994	9552
4556	7995	9550
4557	7997	9548
4558	7999	9546
4559	8000	9544
4560	8002	9543
4561	8004	9541
4562	8015	9550
4563	8018	9550
4564	8020	9549
4565	8023	9548
4566	8026	9548
4567	8028	9547
4568	8030	9545
4569	8032	9543
4570	8034	9542
4571	8036	9540
4572	8038	9539
4573	8042	9540
4574	8044	9538
4575	8046	9537
4576	8047	9535
4577	8049	9533
4578	8051	9531
4579	8053	9529
4580	8054	9528
4581	8056	9526
4582	8058	9524
4583	8060	9523
4584	8061	9521
4585	8063	9519
4586	8065	9517
4587	8066	9515
4588	8069	9514
4589	8071	9513
4590	8073	9511
4591	8074	9509
4592	8076	9507
4593	8078	9506
4594	8080	9504
4595	8081	9502
4596	8083	9500
4597	8085	9498
4598	8086	9497
4599	8088	9495
4600	8090	9493
4601	8092	9492
4602	8094	9490
4603	8095	9488
4604	8097	9486
4605	8099	9484
4606	8100	9482
4607	8102	9481
4608	8105	9480
4609	8106	9478
4610	8108	9476
4611	8110	9475
4612	8112	9473
4613	8113	9471
4614	8115	9469
4615	8116	9467
4616	8118	9465
4617	8119	9463
4618	8121	9461
4619	8123	9459
4620	8124	9457
4621	8126	9455
4622	8128	9454
4623	8129	9451
4624	8131	9450
4625	8133	9448
4626	8134	9446
4627	8136	9444
4628	8138	9443
4629	8140	9441
4630	8141	9439
4631	8143	9437
4632	8145	9435
4633	8146	9433
4634	8148	9431
4635	8150	9429
4636	8151	9427
4637	8153	9426
4638	8155	9424
4639	8157	9422
4640	8158	9421
4641	8160	9419
4642	8162	9417
4643	8164	9415
4644	8165	9413
4645	8167	9412
4646	8168	9410
4647	8170	9408
4648	8172	9406
4649	8174	9404
4650	8175	9402
4651	8177	9401
4652	8179	9399
4653	8181	9397
4654	8182	9395
4655	8183	9393
4656	8185	9391
4657	8187	9389
4658	8189	9387
4659	8190	9385
4660	8192	9384
4661	8194	9382
4662	8196	9380
4663	8197	9378
4664	8199	9376
4665	8201	9375
4666	8202	9373
4667	8204	9371
4668	8206	9369
4669	8207	9367
4670	8209	9365
4671	8210	9363
4672	8212	9362
4673	8214	9360
4674	8215	9358
4675	8217	9356
4676	8219	9354
4677	8221	9352
4678	8222	9351
4679	8224	9349
4680	8225	9347
4681	8227	9345
4682	8229	9343
4683	8230	9341
4684	8232	9339
4685	8234	9337
4686	8236	9336
4687	8237	9334
4688	8239	9332
4689	8241	9330
4690	8242	9328
4691	8244	9326
4692	8245	9324
4693	8247	9322
4694	8249	9320
4695	8251	9319
4696	8252	9317
4697	8254	9315
4698	8256	9313
4699	8257	9311
4700	8259	9309
4701	8260	9307
4702	8262	9306
4703	8264	9304
4704	8265	9302
4705	8267	9300
4706	8269	9298
4707	8270	9296
4708	8272	9295
4709	8274	9293
4710	8275	9291
4711	8277	9289
4712	8279	9287
4713	8280	9285
4714	8282	9283
4715	8283	9281
4716	8285	9279
4717	8286	9277
4718	8288	9275
4719	8290	9274
4720	8292	9272
4721	8293	9270
4722	8295	9269
4723	8297	9267
4724	8299	9265
4725	8301	9264
4726	8303	9262
4727	8305	9261
4728	8307	9259
4729	8309	9257
4730	8311	9256
4731	8312	9254
4732	8314	9252
4733	8316	9251
4734	8318	9249
4735	8320	9247
4736	8321	9245
4737	8323	9244
4738	8325	9242
4739	8326	9240
4740	8328	9238
4741	8330	9236
4742	8331	9234
4743	8333	9232
4744	8335	9230
4745	8336	9229
4746	8338	9227
4747	8340	9225
4748	8342	9223
4749	8343	9222
4750	8345	9220
4751	8347	9218
4752	8349	9217
4753	8351	9215
4754	8352	9213
4755	8354	9211
4756	8356	9209
4757	8357	9207
4758	8359	9206
4759	8361	9204
4760	8362	9202
4761	8364	9200
4762	8366	9199
4763	8368	9197
4764	8370	9195
4765	8371	9193
4766	8373	9192
4767	8375	9190
4768	8376	9188
4769	8378	9186
4770	8380	9184
4771	8382	9183
4772	8383	9180
4773	8385	9179
4774	8387	9177
4775	8389	9175
4776	8391	9174
4777	8393	9173
4778	8395	9171
4779	8396	9169
4780	8398	9168
4781	8400	9166
4782	8402	9164
4783	8403	9162
4784	8405	9160
4785	8407	9159
4786	8409	9157
4787	8411	9155
4788	8412	9153
4789	8415	9153
4790	8416	9151
4791	8418	9149
4792	8420	9147
4793	8421	9145
4794	8423	9143
4795	8425	9142
4796	8427	9140
4797	8428	9138
4798	8430	9136
4799	8431	9134
4800	8433	9132
4801	8435	9131
4802	8437	9129
4803	8439	9128
4804	8441	9126
4805	8442	9124
4806	8445	9123
4807	8446	9121
4808	8448	9119
4809	8450	9117
4810	8452	9116
4811	8454	9114
4812	8455	9112
4813	8457	9111
4814	8459	9109
4815	8460	9107
4816	8462	9105
4817	8464	9103
4818	8465	9101
4819	8467	9099
4820	8469	9098
4821	8470	9096
4822	8472	9094
4823	8474	9092
4824	8475	9090
