iter	Passed	Remaining
1717	3100	14948
1718	3102	14945
1719	3104	14944
1720	3105	14940
1721	3107	14938
1722	3109	14935
1723	3110	14933
1724	3112	14931
1725	3115	14932
1726	3116	14931
1727	3118	14929
1728	3120	14927
1729	3122	14925
1730	3123	14920
1731	3125	14920
1732	3127	14917
1733	3128	14915
1734	3130	14913
1735	3132	14910
1736	3134	14911
1737	3136	14909
1738	3137	14906
1739	3139	14903
1740	3140	14900
1741	3142	14897
1742	3144	14894
1743	3145	14891
1744	3147	14888
1745	3148	14885
1746	3150	14882
1747	3151	14879
1748	3153	14876
1749	3155	14874
1750	3156	14872
1751	3158	14870
1752	3160	14868
1753	3161	14864
1754	3164	14865
1755	3165	14863
1756	3167	14862
1757	3169	14859
1758	3171	14857
1759	3172	14852
1760	3174	14850
1761	3175	14847
1762	3177	14845
1763	3178	14841
1764	3180	14839
1765	3182	14837
1766	3183	14834
1767	3185	14832
1768	3187	14830
1769	3189	14828
1770	3190	14826
1771	3192	14824
1772	3194	14822
1773	3195	14819
1774	3197	14816
1775	3199	14814
1776	3200	14812
1777	3202	14810
1778	3204	14807
1779	3206	14806
1780	3207	14804
1781	3209	14800
1782	3211	14798
1783	3212	14795
1784	3214	14793
1785	3215	14790
1786	3217	14787
1787	3219	14784
1788	3220	14782
1789	3222	14780
1790	3224	14781
1791	3226	14777
1792	3227	14774
1793	3229	14774
1794	3231	14771
1795	3233	14769
1796	3234	14766
1797	3236	14764
1798	3238	14762
1799	3240	14760
1800	3241	14758
1801	3243	14757
1802	3245	14754
1803	3246	14751
1804	3248	14748
1805	3250	14747
1806	3252	14744
1807	3253	14741
1808	3254	14737
1809	3256	14734
1810	3258	14733
1811	3260	14731
1812	3261	14729
1813	3263	14727
1814	3265	14724
1815	3266	14722
1816	3268	14721
1817	3270	14718
1818	3272	14716
1819	3273	14713
1820	3275	14710
1821	3277	14708
1822	3278	14707
1823	3280	14704
1824	3282	14702
1825	3283	14699
1826	3285	14697
1827	3287	14694
1828	3288	14691
1829	3290	14689
1830	3291	14686
1831	3293	14684
1832	3295	14681
1833	3296	14678
1834	3298	14676
1835	3299	14673
1836	3301	14671
1837	3303	14670
1838	3305	14669
1839	3307	14666
1840	3309	14665
1841	3310	14662
1842	3312	14661
1843	3314	14658
1844	3315	14656
1845	3317	14653
1846	3319	14653
1847	3321	14651
1848	3322	14648
1849	3324	14645
1850	3325	14642
1851	3327	14640
1852	3329	14637
1853	3330	14634
1854	3332	14631
1855	3333	14628
1856	3335	14626
1857	3336	14622
1858	3338	14619
1859	3339	14615
1860	3341	14614
1861	3343	14612
1862	3345	14610
1863	3346	14608
1864	3348	14605
1865	3349	14602
1866	3351	14599
1867	3353	14596
1868	3354	14594
1869	3356	14592
1870	3357	14589
1871	3359	14587
1872	3360	14583
1873	3362	14580
1874	3365	14583
1875	3367	14582
1876	3369	14580
1877	3371	14579
1878	3372	14577
1879	3374	14575
1880	3376	14573
1881	3378	14572
1882	3381	14574
1883	3382	14571
1884	3384	14568
1885	3386	14567
1886	3387	14564
1887	3389	14563
1888	3391	14560
1889	3392	14557
1890	3394	14555
1891	3396	14553
1892	3397	14550
1893	3399	14548
1894	3401	14546
1895	3402	14544
1896	3404	14542
1897	3406	14539
1898	3407	14536
1899	3409	14534
1900	3411	14532
1901	3412	14531
1902	3414	14528
1903	3416	14526
1904	3417	14523
1905	3419	14521
1906	3421	14518
1907	3423	14519
1908	3425	14517
1909	3426	14514
1910	3428	14511
1911	3429	14508
1912	3431	14506
1913	3433	14504
1914	3434	14500
1915	3436	14499
1916	3438	14496
1917	3439	14493
1918	3441	14491
1919	3443	14489
1920	3445	14488
1921	3446	14485
1922	3448	14482
1923	3449	14480
1924	3452	14480
1925	3454	14480
1926	3456	14478
1927	3457	14475
1928	3459	14473
1929	3461	14472
1930	3463	14470
1931	3464	14468
1932	3466	14466
1933	3468	14464
1934	3469	14462
1935	3472	14462
1936	3473	14460
1937	3475	14458
1938	3477	14456
1939	3478	14453
1940	3480	14451
1941	3482	14449
1942	3484	14449
1943	3486	14447
1944	3487	14443
1945	3489	14441
1946	3490	14438
1947	3492	14435
1948	3493	14433
1949	3495	14431
1950	3497	14428
1951	3499	14426
1952	3500	14423
1953	3502	14422
1954	3504	14419
1955	3505	14417
1956	3507	14414
1957	3508	14412
1958	3510	14409
1959	3512	14406
1960	3513	14403
1961	3515	14400
1962	3516	14398
1963	3518	14395
1964	3519	14393
1965	3521	14391
1966	3523	14389
1967	3525	14387
1968	3526	14385
1969	3528	14383
1970	3530	14383
1971	3532	14380
1972	3534	14378
1973	3535	14376
1974	3537	14373
1975	3538	14370
1976	3540	14368
1977	3542	14365
1978	3543	14363
1979	3545	14359
1980	3546	14357
1981	3548	14354
1982	3549	14352
1983	3551	14350
1984	3553	14348
1985	3555	14346
1986	3557	14344
1987	3558	14342
1988	3560	14340
1989	3562	14337
1990	3563	14335
1991	3565	14332
1992	3567	14332
1993	3568	14329
1994	3570	14327
1995	3572	14326
1996	3574	14324
1997	3576	14322
1998	3577	14319
1999	3579	14317
2000	3580	14315
2001	3582	14313
2002	3584	14310
2003	3585	14308
2004	3587	14306
2005	3589	14303
2006	3591	14302
2007	3592	14299
2008	3594	14296
2009	3596	14294
2010	3597	14292
2011	3599	14289
2012	3600	14287
2013	3602	14285
2014	3604	14283
2015	3605	14280
2016	3607	14278
2017	3609	14275
2018	3610	14273
2019	3612	14270
2020	3613	14268
2021	3615	14265
2022	3617	14262
2023	3618	14260
2024	3620	14257
2025	3621	14254
2026	3623	14252
2027	3625	14252
2028	3627	14250
2029	3628	14247
2030	3630	14245
2031	3632	14242
2032	3633	14240
2033	3635	14237
2034	3637	14235
2035	3638	14233
2036	3640	14231
2037	3642	14228
2038	3643	14227
2039	3645	14225
2040	3647	14223
2041	3649	14221
2042	3650	14218
2043	3652	14216
2044	3653	14213
2045	3655	14211
2046	3657	14211
2047	3659	14209
2048	3661	14207
2049	3663	14206
2050	3665	14205
2051	3667	14203
2052	3668	14200
2053	3670	14197
2054	3671	14195
2055	3673	14193
2056	3674	14189
2057	3676	14187
2058	3678	14185
2059	3679	14182
2060	3681	14179
2061	3682	14178
2062	3684	14175
2063	3686	14173
2064	3688	14171
2065	3690	14170
2066	3691	14169
2067	3693	14166
2068	3695	14165
2069	3696	14161
2070	3698	14159
2071	3700	14157
2072	3701	14155
2073	3703	14153
2074	3705	14151
2075	3707	14149
2076	3708	14147
2077	3710	14145
2078	3711	14141
2079	3713	14138
2080	3714	14136
2081	3716	14133
2082	3718	14131
2083	3719	14129
2084	3721	14127
2085	3723	14125
2086	3724	14123
2087	3726	14120
2088	3728	14117
2089	3729	14115
2090	3731	14113
2091	3733	14111
2092	3734	14109
2093	3736	14106
2094	3738	14104
2095	3739	14101
2096	3741	14100
2097	3742	14097
2098	3744	14094
2099	3745	14091
2100	3747	14089
2101	3749	14086
2102	3750	14084
2103	3752	14081
2104	3753	14079
2105	3755	14077
2106	3757	14074
2107	3758	14072
2108	3760	14070
2109	3762	14069
2110	3764	14066
2111	3765	14064
2112	3767	14062
2113	3769	14060
2114	3770	14058
2115	3772	14056
2116	3774	14054
2117	3775	14051
2118	3777	14050
2119	3779	14047
2120	3781	14046
2121	3783	14045
2122	3785	14043
2123	3786	14041
2124	3788	14038
2125	3789	14035
2126	3791	14033
2127	3793	14031
2128	3795	14030
2129	3797	14029
2130	3799	14028
2131	3800	14026
2132	3802	14025
2133	3804	14023
2134	3807	14025
2135	3808	14022
2136	3810	14020
2137	3812	14017
2138	3813	14015
2139	3815	14013
2140	3816	14011
2141	3818	14008
2142	3819	14005
2143	3821	14002
2144	3823	14000
2145	3824	13998
2146	3826	13996
2147	3828	13993
2148	3829	13991
2149	3831	13989
2150	3833	13987
2151	3834	13985
2152	3836	13983
2153	3838	13981
2154	3839	13978
2155	3841	13977
2156	3843	13975
2157	3845	13974
2158	3847	13973
2159	3849	13972
2160	3851	13970
2161	3852	13967
2162	3854	13965
2163	3855	13962
2164	3857	13959
2165	3858	13957
2166	3860	13955
2167	3862	13954
2168	3864	13951
2169	3865	13949
2170	3867	13947
2171	3869	13944
2172	3870	13942
2173	3872	13940
2174	3873	13937
2175	3875	13935
2176	3877	13933
2177	3878	13930
2178	3880	13928
2179	3882	13926
2180	3883	13923
2181	3885	13919
2182	3886	13917
2183	3888	13915
2184	3889	13912
2185	3891	13910
2186	3892	13907
2187	3894	13905
2188	3896	13903
2189	3897	13900
2190	3899	13899
2191	3901	13896
2192	3903	13895
2193	3905	13894
2194	3907	13892
2195	3908	13890
2196	3910	13889
2197	3912	13886
2198	3913	13884
2199	3915	13882
2200	3917	13879
2201	3918	13876
2202	3920	13876
2203	3922	13873
2204	3923	13871
2205	3925	13868
2206	3926	13866
2207	3928	13865
2208	3930	13862
2209	3932	13861
2210	3934	13859
2211	3935	13856
2212	3937	13854
2213	3939	13853
2214	3941	13851
2215	3942	13849
2216	3944	13848
2217	3946	13846
2218	3948	13844
2219	3950	13842
2220	3951	13840
2221	3953	13838
2222	3955	13836
2223	3957	13837
2224	3959	13835
2225	3961	13833
2226	3962	13830
2227	3964	13829
2228	3968	13835
2229	3970	13833
2230	3971	13830
2231	3973	13828
2232	3975	13827
2233	3976	13824
2234	3978	13823
2235	3980	13820
2236	3981	13818
2237	3983	13815
2238	3984	13812
2239	3986	13808
2240	3987	13806
2241	3989	13806
2242	3991	13804
2243	3993	13801
2244	3994	13799
2245	3996	13797
2246	3998	13794
2247	3999	13792
2248	4001	13791
2249	4003	13789
2250	4004	13787
2251	4006	13783
2252	4008	13781
2253	4009	13779
2254	4011	13777
2255	4012	13774
2256	4014	13772
2257	4016	13770
2258	4017	13768
2259	4019	13766
2260	4021	13763
2261	4022	13761
2262	4024	13758
2263	4025	13755
2264	4027	13754
2265	4029	13752
2266	4030	13749
2267	4032	13747
2268	4034	13746
2269	4036	13743
2270	4037	13741
2271	4039	13739
2272	4041	13737
2273	4043	13738
2274	4045	13735
2275	4046	13732
2276	4048	13732
2277	4050	13730
2278	4052	13728
2279	4053	13726
2280	4055	13724
2281	4057	13722
2282	4058	13720
2283	4060	13718
2284	4062	13717
2285	4064	13715
2286	4065	13711
2287	4067	13710
2288	4069	13708
2289	4070	13705
2290	4072	13703
2291	4073	13700
2292	4075	13698
2293	4077	13695
2294	4078	13694
2295	4080	13692
2296	4082	13691
2297	4084	13690
2298	4086	13688
2299	4088	13686
2300	4089	13684
2301	4091	13681
2302	4093	13679
2303	4094	13677
2304	4096	13674
2305	4097	13672
2306	4099	13669
2307	4100	13667
2308	4102	13665
2309	4104	13662
2310	4105	13660
2311	4107	13659
2312	4109	13656
2313	4110	13653
2314	4112	13651
2315	4113	13648
2316	4115	13645
2317	4117	13644
2318	4118	13642
2319	4120	13641
2320	4122	13639
2321	4124	13637
2322	4126	13636
2323	4128	13634
2324	4129	13632
2325	4131	13630
2326	4133	13630
2327	4135	13628
2328	4137	13628
2329	4139	13626
2330	4141	13624
2331	4143	13623
2332	4145	13621
2333	4146	13619
2334	4148	13617
2335	4149	13614
2336	4151	13612
2337	4153	13610
2338	4155	13611
2339	4157	13609
2340	4159	13607
2341	4160	13604
2342	4162	13601
2343	4163	13599
2344	4165	13596
2345	4166	13594
2346	4169	13594
2347	4170	13592
2348	4172	13590
2349	4174	13588
2350	4176	13587
2351	4177	13585
2352	4179	13582
2353	4181	13580
2354	4182	13578
2355	4184	13577
2356	4186	13575
2357	4188	13574
2358	4190	13572
2359	4192	13571
2360	4193	13568
2361	4195	13566
2362	4196	13563
2363	4198	13561
2364	4200	13560
2365	4201	13557
2366	4203	13554
2367	4204	13552
2368	4206	13550
2369	4208	13548
2370	4209	13545
2371	4211	13543
2372	4213	13541
2373	4214	13539
2374	4216	13537
2375	4218	13535
2376	4219	13532
2377	4221	13530
2378	4223	13528
2379	4224	13526
2380	4226	13524
2381	4228	13521
2382	4229	13519
2383	4231	13517
2384	4232	13515
2385	4234	13513
2386	4236	13511
2387	4238	13509
2388	4239	13507
2389	4241	13505
2390	4243	13503
2391	4244	13501
2392	4246	13499
2393	4248	13496
2394	4249	13494
2395	4251	13493
2396	4253	13492
2397	4255	13490
2398	4257	13487
2399	4258	13485
2400	4260	13484
2401	4262	13482
2402	4264	13480
2403	4265	13479
2404	4267	13476
2405	4269	13475
2406	4271	13473
2407	4272	13471
2408	4274	13469
2409	4276	13467
2410	4278	13466
2411	4280	13464
2412	4281	13463
2413	4283	13461
2414	4285	13459
2415	4286	13457
2416	4288	13455
2417	4290	13453
2418	4292	13451
2419	4293	13448
2420	4295	13446
2421	4297	13444
2422	4299	13444
2423	4300	13442
2424	4302	13440
2425	4304	13438
2426	4306	13438
2427	4308	13436
2428	4310	13434
2429	4311	13431
2430	4313	13429
2431	4315	13428
2432	4316	13426
2433	4318	13423
2434	4320	13421
2435	4321	13418
2436	4323	13416
2437	4324	13414
2438	4326	13412
2439	4327	13409
2440	4329	13407
2441	4331	13406
2442	4333	13403
2443	4334	13402
2444	4336	13400
2445	4338	13398
2446	4339	13395
2447	4341	13393
2448	4343	13391
2449	4344	13388
2450	4346	13385
2451	4347	13383
2452	4349	13382
2453	4351	13380
2454	4353	13378
2455	4354	13375
2456	4356	13373
2457	4358	13372
2458	4359	13370
2459	4361	13368
2460	4363	13365
2461	4364	13363
2462	4366	13361
2463	4368	13359
2464	4369	13358
2465	4372	13357
2466	4373	13355
2467	4375	13354
2468	4377	13351
2469	4379	13350
2470	4381	13349
2471	4382	13347
2472	4384	13345
2473	4386	13344
2474	4388	13342
2475	4389	13339
2476	4391	13338
2477	4393	13335
2478	4395	13333
2479	4396	13331
2480	4398	13329
2481	4399	13327
2482	4401	13325
2483	4403	13323
2484	4404	13320
2485	4406	13317
2486	4407	13315
2487	4409	13313
2488	4411	13311
2489	4412	13309
2490	4414	13307
2491	4416	13305
2492	4417	13302
2493	4419	13300
2494	4420	13297
2495	4422	13296
2496	4424	13294
2497	4425	13291
2498	4427	13289
2499	4428	13286
2500	4431	13286
2501	4432	13284
2502	4434	13282
2503	4436	13280
2504	4437	13278
2505	4439	13275
2506	4440	13273
2507	4442	13271
2508	4444	13268
2509	4445	13266
2510	4447	13264
2511	4449	13262
2512	4450	13260
2513	4452	13258
2514	4454	13258
2515	4456	13257
2516	4458	13255
2517	4460	13254
2518	4462	13253
2519	4464	13251
2520	4465	13248
2521	4467	13246
2522	4469	13245
2523	4471	13243
2524	4473	13242
2525	4475	13241
2526	4476	13239
2527	4478	13238
2528	4481	13238
2529	4483	13236
2530	4484	13234
2531	4486	13232
2532	4487	13230
2533	4489	13227
2534	4491	13225
2535	4493	13223
2536	4494	13222
2537	4496	13220
2538	4498	13218
2539	4500	13216
2540	4501	13214
2541	4503	13212
2542	4504	13210
2543	4506	13208
2544	4508	13206
2545	4510	13204
2546	4511	13202
2547	4513	13200
2548	4515	13198
2549	4516	13195
2550	4518	13193
2551	4520	13192
2552	4521	13189
2553	4523	13187
2554	4525	13185
2555	4526	13183
2556	4529	13183
2557	4530	13181
2558	4532	13179
2559	4534	13176
2560	4535	13175
2561	4537	13174
2562	4539	13171
2563	4540	13168
2564	4542	13167
2565	4544	13164
2566	4545	13162
2567	4547	13160
2568	4548	13157
2569	4550	13155
2570	4552	13153
2571	4554	13152
2572	4555	13150
2573	4557	13147
2574	4558	13145
2575	4560	13143
2576	4562	13141
2577	4564	13139
2578	4565	13137
2579	4567	13135
2580	4569	13133
2581	4570	13131
2582	4572	13129
2583	4574	13127
2584	4575	13126
2585	4577	13123
2586	4578	13120
2587	4580	13118
2588	4581	13115
2589	4583	13113
2590	4585	13111
2591	4587	13111
2592	4589	13109
2593	4590	13107
2594	4592	13106
2595	4595	13107
2596	4597	13104
2597	4598	13102
2598	4600	13101
2599	4602	13099
2600	4604	13097
2601	4606	13096
2602	4607	13094
2603	4609	13092
2604	4611	13090
2605	4612	13088
2606	4614	13086
2607	4616	13084
2608	4618	13083
2609	4619	13081
2610	4621	13078
2611	4623	13076
2612	4624	13074
2613	4626	13072
2614	4628	13070
2615	4629	13067
2616	4631	13066
2617	4633	13064
2618	4634	13062
2619	4636	13059
2620	4638	13057
2621	4639	13055
2622	4641	13053
2623	4643	13051
2624	4645	13050
2625	4646	13048
2626	4648	13046
2627	4650	13045
2628	4651	13042
2629	4653	13040
2630	4655	13038
2631	4656	13036
2632	4658	13034
2633	4660	13033
2634	4662	13031
2635	4664	13030
2636	4665	13027
2637	4667	13025
2638	4669	13023
2639	4670	13021
2640	4672	13018
2641	4674	13017
2642	4675	13015
2643	4677	13013
2644	4679	13011
2645	4680	13009
2646	4682	13008
2647	4684	13006
2648	4686	13004
2649	4687	13001
2650	4689	13000
2651	4691	12998
2652	4693	12997
2653	4694	12994
2654	4697	12994
2655	4698	12992
2656	4700	12990
2657	4701	12987
2658	4703	12985
2659	4705	12983
2660	4706	12981
2661	4708	12979
2662	4710	12976
2663	4711	12974
2664	4713	12972
2665	4715	12970
2666	4717	12969
2667	4718	12967
2668	4720	12966
2669	4722	12964
2670	4724	12962
2671	4726	12961
2672	4727	12959
2673	4729	12957
2674	4731	12956
2675	4733	12954
2676	4734	12951
2677	4736	12950
2678	4738	12948
2679	4740	12946
2680	4741	12944
2681	4743	12942
2682	4745	12941
2683	4746	12939
2684	4748	12936
2685	4750	12934
2686	4751	12932
2687	4753	12930
2688	4755	12928
2689	4756	12926
2690	4758	12925
2691	4760	12922
2692	4761	12920
2693	4763	12918
2694	4765	12917
2695	4766	12914
2696	4768	12912
2697	4770	12910
2698	4771	12908
2699	4773	12906
2700	4775	12904
2701	4777	12903
2702	4778	12900
2703	4780	12898
2704	4781	12896
2705	4783	12895
2706	4785	12892
2707	4787	12890
2708	4788	12888
2709	4790	12885
2710	4792	12884
2711	4793	12881
2712	4795	12879
2713	4796	12877
2714	4798	12874
2715	4799	12872
2716	4801	12870
2717	4803	12869
2718	4805	12867
2719	4807	12867
2720	4809	12864
2721	4811	12863
2722	4813	12864
2723	4815	12863
2724	4818	12862
2725	4819	12860
2726	4821	12858
2727	4823	12856
2728	4824	12854
2729	4826	12853
2730	4828	12851
2731	4829	12849
2732	4831	12847
2733	4833	12845
2734	4835	12843
2735	4836	12841
2736	4838	12840
2737	4840	12838
2738	4841	12835
2739	4843	12834
2740	4845	12832
2741	4847	12830
2742	4849	12829
2743	4851	12829
2744	4853	12827
2745	4855	12825
2746	4856	12823
2747	4858	12820
2748	4859	12818
2749	4861	12817
2750	4863	12814
2751	4865	12813
2752	4866	12811
2753	4868	12808
2754	4869	12806
2755	4871	12804
2756	4873	12803
2757	4875	12802
2758	4877	12801
2759	4879	12799
2760	4881	12799
2761	4883	12797
2762	4884	12794
2763	4886	12792
2764	4888	12791
2765	4889	12788
2766	4891	12786
2767	4893	12784
2768	4895	12783
2769	4896	12781
2770	4898	12779
2771	4900	12777
2772	4902	12775
2773	4903	12773
2774	4905	12771
2775	4907	12769
2776	4908	12767
2777	4909	12764
2778	4911	12762
2779	4913	12760
2780	4915	12758
2781	4916	12756
2782	4918	12754
2783	4920	12752
2784	4921	12750
2785	4923	12748
2786	4925	12746
2787	4926	12744
2788	4928	12742
2789	4930	12741
2790	4932	12739
2791	4934	12738
2792	4935	12736
2793	4938	12735
2794	4939	12733
2795	4940	12730
2796	4942	12728
2797	4945	12730
2798	4947	12728
2799	4949	12726
2800	4950	12724
2801	4952	12723
2802	4954	12721
2803	4956	12718
2804	4957	12716
2805	4959	12714
2806	4960	12712
2807	4963	12712
2808	4965	12710
2809	4966	12708
2810	4968	12706
2811	4970	12704
2812	4971	12701
2813	4973	12699
2814	4974	12697
2815	4976	12696
2816	4978	12694
2817	4980	12692
2818	4981	12690
2819	4983	12688
2820	4985	12687
2821	4987	12686
2822	4989	12684
2823	4991	12683
2824	4992	12681
2825	4994	12679
2826	4996	12677
2827	4998	12675
2828	4999	12673
2829	5001	12671
2830	5002	12668
2831	5004	12666
2832	5006	12664
2833	5007	12662
2834	5009	12660
2835	5013	12665
2836	5015	12663
2837	5017	12661
2838	5019	12659
2839	5020	12657
2840	5022	12655
2841	5023	12652
2842	5025	12650
2843	5027	12649
2844	5028	12646
2845	5030	12644
2846	5032	12643
2847	5034	12641
2848	5035	12640
2849	5037	12637
2850	5038	12634
2851	5040	12633
2852	5042	12631
2853	5043	12629
2854	5045	12627
2855	5047	12625
2856	5049	12623
2857	5050	12620
2858	5052	12618
2859	5053	12616
2860	5055	12614
2861	5057	12612
2862	5058	12611
2863	5060	12609
2864	5062	12607
2865	5064	12605
2866	5065	12603
2867	5067	12601
2868	5069	12599
2869	5070	12597
2870	5072	12595
2871	5074	12593
2872	5075	12591
2873	5078	12591
2874	5080	12589
2875	5081	12588
2876	5083	12585
2877	5085	12583
2878	5086	12582
2879	5088	12579
2880	5090	12578
2881	5091	12576
2882	5093	12573
2883	5095	12571
2884	5096	12569
2885	5098	12567
2886	5099	12564
2887	5101	12563
2888	5103	12560
2889	5104	12558
2890	5106	12556
2891	5107	12553
2892	5109	12551
2893	5110	12549
2894	5112	12547
2895	5114	12545
2896	5116	12544
2897	5118	12542
2898	5119	12540
2899	5121	12538
2900	5123	12536
2901	5124	12534
2902	5126	12532
2903	5128	12530
2904	5130	12529
2905	5131	12527
2906	5133	12525
2907	5134	12523
2908	5136	12520
2909	5138	12519
2910	5140	12517
2911	5141	12515
2912	5143	12514
2913	5145	12511
2914	5146	12509
2915	5148	12507
2916	5150	12505
2917	5152	12504
2918	5153	12502
2919	5156	12501
2920	5157	12499
2921	5159	12498
2922	5161	12497
2923	5163	12495
2924	5165	12494
2925	5167	12493
2926	5169	12492
2927	5172	12492
2928	5173	12490
2929	5175	12488
2930	5177	12485
2931	5178	12484
2932	5180	12481
2933	5181	12479
2934	5183	12477
2935	5185	12475
2936	5186	12473
2937	5188	12471
2938	5190	12469
2939	5191	12467
2940	5193	12465
2941	5195	12463
2942	5196	12461
2943	5198	12459
2944	5199	12456
2945	5201	12454
2946	5203	12452
2947	5204	12450
2948	5206	12448
2949	5208	12446
2950	5209	12444
2951	5211	12442
2952	5213	12440
2953	5215	12439
2954	5217	12438
2955	5218	12436
2956	5220	12434
2957	5222	12433
2958	5224	12431
2959	5225	12429
2960	5227	12427
2961	5229	12425
2962	5230	12423
2963	5232	12420
2964	5233	12418
2965	5235	12416
2966	5237	12414
2967	5239	12413
2968	5241	12411
2969	5243	12410
2970	5244	12408
2971	5246	12407
2972	5248	12405
2973	5250	12403
2974	5252	12402
2975	5253	12400
2976	5255	12398
2977	5257	12396
2978	5258	12394
2979	5260	12392
2980	5262	12389
2981	5263	12387
2982	5265	12385
2983	5266	12383
2984	5269	12383
2985	5271	12381
2986	5272	12379
2987	5274	12377
2988	5275	12374
2989	5277	12373
2990	5279	12371
2991	5281	12369
2992	5282	12367
2993	5284	12365
2994	5286	12363
2995	5288	12362
2996	5289	12359
2997	5291	12357
2998	5293	12356
2999	5294	12354
3000	5296	12353
3001	5298	12352
3002	5300	12350
3003	5302	12348
3004	5303	12346
3005	5305	12344
3006	5307	12343
3007	5309	12341
3008	5311	12339
3009	5313	12338
3010	5315	12336
3011	5317	12335
3012	5318	12333
3013	5319	12330
3014	5322	12329
3015	5323	12327
3016	5325	12325
3017	5326	12322
3018	5328	12321
3019	5329	12318
3020	5331	12316
3021	5333	12314
3022	5334	12312
3023	5336	12310
3024	5337	12308
3025	5339	12305
3026	5341	12303
3027	5342	12302
3028	5344	12300
3029	5346	12297
3030	5347	12296
3031	5349	12294
3032	5351	12292
3033	5353	12290
3034	5354	12288
3035	5356	12286
3036	5358	12285
3037	5360	12284
3038	5362	12282
3039	5363	12280
3040	5365	12278
3041	5367	12277
3042	5369	12275
3043	5370	12272
3044	5372	12270
3045	5374	12268
3046	5375	12267
3047	5377	12265
3048	5379	12264
3049	5381	12262
3050	5382	12260
3051	5384	12258
3052	5386	12256
3053	5388	12255
3054	5389	12252
3055	5391	12250
3056	5392	12248
3057	5394	12245
3058	5395	12243
3059	5397	12241
3060	5399	12239
3061	5401	12238
3062	5402	12236
3063	5404	12234
3064	5406	12232
3065	5408	12230
3066	5409	12228
3067	5411	12226
3068	5412	12224
3069	5414	12221
3070	5415	12218
3071	5417	12217
3072	5419	12215
3073	5420	12213
3074	5422	12211
3075	5424	12209
3076	5425	12207
3077	5427	12204
3078	5428	12202
3079	5430	12200
3080	5431	12197
3081	5433	12196
3082	5435	12194
3083	5437	12192
3084	5438	12191
3085	5440	12189
3086	5442	12187
3087	5443	12185
3088	5445	12182
3089	5447	12181
3090	5448	12179
3091	5450	12177
3092	5452	12174
3093	5453	12173
3094	5455	12171
3095	5457	12169
3096	5458	12167
3097	5460	12165
3098	5462	12163
3099	5463	12161
3100	5465	12159
3101	5467	12157
3102	5469	12156
3103	5470	12154
3104	5472	12152
3105	5474	12150
3106	5476	12148
3107	5477	12146
3108	5479	12144
3109	5481	12142
3110	5482	12140
3111	5485	12141
3112	5487	12139
3113	5489	12138
3114	5490	12136
3115	5492	12133
3116	5493	12131
3117	5495	12129
3118	5497	12127
3119	5499	12128
3120	5501	12126
3121	5503	12125
3122	5505	12123
3123	5507	12121
3124	5509	12120
3125	5511	12119
3126	5512	12117
3127	5515	12116
3128	5517	12115
3129	5518	12113
3130	5520	12111
3131	5522	12110
3132	5524	12108
3133	5525	12106
3134	5527	12104
3135	5529	12102
3136	5530	12100
3137	5532	12098
3138	5533	12095
3139	5535	12093
3140	5537	12091
3141	5538	12089
3142	5540	12087
3143	5542	12086
3144	5544	12084
3145	5545	12081
3146	5547	12079
3147	5548	12077
3148	5550	12076
3149	5552	12074
3150	5553	12071
3151	5555	12070
3152	5557	12067
3153	5558	12066
3154	5560	12063
3155	5562	12062
3156	5564	12060
3157	5565	12058
3158	5567	12056
3159	5569	12054
3160	5570	12052
3161	5572	12051
3162	5574	12049
3163	5575	12046
3164	5577	12044
3165	5578	12042
3166	5581	12042
3167	5583	12041
3168	5585	12040
3169	5587	12038
3170	5588	12035
3171	5590	12033
3172	5591	12030
3173	5593	12028
3174	5594	12026
3175	5596	12024
3176	5597	12022
3177	5599	12019
3178	5601	12018
3179	5602	12015
3180	5605	12015
3181	5606	12013
3182	5608	12012
3183	5610	12010
3184	5611	12007
3185	5613	12006
3186	5615	12004
3187	5617	12003
3188	5619	12001
3189	5620	11999
3190	5622	11997
3191	5624	11995
3192	5625	11993
3193	5627	11991
3194	5629	11989
3195	5630	11987
3196	5632	11985
3197	5634	11983
3198	5635	11981
3199	5637	11979
3200	5639	11977
3201	5641	11976
3202	5642	11974
3203	5644	11972
3204	5645	11970
3205	5647	11967
3206	5649	11965
3207	5650	11963
3208	5652	11961
3209	5653	11959
3210	5655	11957
3211	5657	11955
3212	5658	11953
3213	5660	11952
3214	5662	11950
3215	5664	11948
3216	5665	11946
3217	5668	11945
3218	5669	11943
3219	5671	11942
3220	5673	11940
3221	5675	11938
3222	5676	11936
3223	5678	11935
3224	5680	11933
3225	5682	11931
3226	5683	11929
3227	5685	11927
3228	5687	11926
3229	5688	11923
3230	5690	11921
3231	5692	11919
3232	5693	11917
3233	5695	11915
3234	5697	11913
3235	5698	11911
3236	5700	11909
3237	5701	11907
3238	5703	11905
3239	5705	11904
3240	5707	11902
3241	5708	11900
3242	5710	11897
3243	5711	11895
3244	5714	11894
3245	5715	11892
3246	5717	11891
3247	5719	11890
3248	5721	11888
3249	5723	11886
3250	5724	11884
3251	5726	11882
3252	5728	11880
3253	5729	11878
3254	5731	11877
3255	5733	11875
3256	5734	11873
3257	5736	11871
3258	5738	11869
3259	5740	11867
3260	5741	11865
3261	5743	11864
3262	5745	11862
3263	5747	11860
3264	5748	11858
3265	5750	11856
3266	5751	11854
3267	5755	11856
3268	5758	11857
3269	5760	11856
3270	5762	11853
